time_bin,iperf_retransmits_sum,iperf_rtt_us_mean,iperf_rtt_us_max,iperf_rttvar_us_mean,iperf_cwnd_bytes_mean,iperf_mbps_sum,iperf_achieved_ratio_mean,iperf_achieved_ratio_min,iperf_active_flows,iperf_bytes_sum,iperf_target_bw_sum,ping_rtt_ms_mean,ping_rtt_ms_max,ping_rtt_ms_std,ping_count,qdisc_backlog_pkt_max,qdisc_backlog_bytes_max,qdisc_drop_ratio_max,qdisc_dropped_delta_sum,qdisc_overlimit_delta_sum,qdisc_overlimit_rate_sum,qdisc_throughput_mbps_sum,qdisc_util_pct_max,qdisc_sent_pkt_delta_sum,host_rtt_ms_mean,host_minrtt_ms_min,host_cwnd_segs_mean,host_cwnd_segs_min,host_retrans_delta_sum,host_lost_delta_sum,host_delivery_mbps,host_socket_count,rtt_relative_iperf,rtt_relative_ping,retransmit_rate,queue_fill_ratio,host_delivery_ratio,iperf_achieved_ratio_capped,hf_A_retx_iperf,hf_A_retx_host,hf_A_lost_host,hf_A_loss,hf_B_rtt_iperf,hf_B_rtt_ping,hf_B_rttvar,hf_B_latency,hf_C_bw_iperf,hf_C_delivery_ss,hf_C_throughput,is_observable,congestion_state,congestion_binary,congestion_label
50,0.0,134990.85,135242.5,17989.850000000002,321000.0,25.2649,0.3369931956358461,0.3332707355242567,6.0,3158101.0,74.99,132.74333333333334,133.81,1.498577102899059,3,30,46046,0.0,0,392,391.718,50.2667,107.65,4190,135.153,119.738,214.0,211.0,0.0,0.0,23.9128,6.0,1.127491141286304,1.1087190902061013,0.0,1.0,0.956512,1.010596,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
51,29.0,133518.81666666668,133946.7,31341.016666666666,112500.0,7.85,0.10503326640741224,0.09222,6.0,981245.0,74.99,133.39333333333332,133.79,0.4463556130859469,3,29,44114,0.033708,48,274,277.174,16.7086,33.64,1376,133.503,119.942,75.0,72.0,29.0,10.0,7.8581,6.0,1.1151962002365108,1.1141481192242613,0.021075581395348836,0.9666666666666667,0.314324,0.314,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
52,0.0,132082.44999999998,132292.9,23038.8,298500.0,25.0531,0.33377429511404927,0.31658340767172166,6.0,3131634.0,74.99,132.08666666666667,135.12,2.82901631902917,3,27,41457,0.0,0,310,299.48699999999997,48.557,100.24,4188,132.105,120.087,199.0,198.0,0.0,0.0,24.3537,6.0,1.1031991597533548,1.103234378839037,0.0,0.9,0.974148,1.002124,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
53,26.0,134987.56666666668,135255.2,3179.616666666667,109500.0,8.8415,0.11750632335167206,0.10859054415700267,6.0,1105192.0,74.99,133.20666666666668,134.78,2.071263704440676,3,30,46263,0.027668,42,336,349.851,18.4559,36.97,1476,134.833,119.769,73.0,71.0,26.0,16.0,8.3047,6.0,1.1274637177294689,1.1125890134549437,0.017615176151761516,1.0,0.33218800000000004,0.35366,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
54,0.0,133297.2,133422.8,12098.685714285715,412500.0,24.828699999999998,0.3049598268347646,0.2957983942908118,7.0,3103586.0,81.17,133.39,135.23,1.6178998732925338,3,27,41801,0.0,0,368,356.753,48.1495,96.34,4138,133.317,119.851,275.0,273.0,0.0,0.0,22.9048,7.0,1.113345179753063,1.1141202780498092,0.0,0.9,0.9161920000000001,0.9931479999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
55,7.0,134013.25714285715,134145.9,4273.957142857143,124500.0,8.8684,0.10969833778465968,0.09457272727272727,7.0,1108550.0,81.17,134.47333333333333,135.03,0.48211340298039185,3,30,46422,0.014785,22,386,383.227,17.480600000000003,37.12,1466,133.994,120.237,83.0,80.0,8.0,4.0,8.0614,7.0,1.1193259413026508,1.1231686597467427,0.0047748976807639835,1.0,0.322456,0.354736,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
56,0.0,132703.725,132952.4,23357.7375,348000.0,25.1506,0.2751836337578188,0.26547692307692305,8.0,3143824.0,91.47,132.48666666666668,132.81,0.43661577311559385,3,28,43382,0.0,0,436,440.805,50.8632,106.75,4192,132.665,120.127,232.0,229.0,0.0,0.0,24.03,8.0,1.1083882674506742,1.1065753197732895,0.0,0.9333333333333333,0.9612,1.006024,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
57,26.0,134245.6125,134513.3,8163.8125,138000.0,9.1594,0.09844508370439008,0.07093851132686084,8.0,1144919.0,91.47,133.79666666666665,134.79,1.5505267922010673,3,31,47978,0.023035,34,474,494.05899999999997,18.060200000000002,37.07,1442,134.109,120.043,92.0,90.0,26.0,15.0,8.5177,8.0,1.1212666551125792,1.1175169013329658,0.018030513176144243,1.0333333333333334,0.340708,0.366376,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
58,0.0,131772.1375,132234.7,1179.075,324000.0,24.7484,0.2692665453240637,0.25495145631067956,8.0,3093538.0,91.47,132.01333333333332,133.97,1.6966535690391682,3,24,36263,0.0,0,492,495.64300000000003,49.964,102.02,4132,131.622,119.989,216.0,214.0,0.0,0.0,24.6059,8.0,1.1006073204192046,1.1026218730010906,0.0,0.8,0.9842359999999999,0.989936,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
59,0.0,131147.625,131327.8,11156.725,402000.0,24.8943,0.27255898139095325,0.2614553990610329,8.0,3111793.0,91.47,132.35,134.95,2.6253571185650153,3,23,35707,0.0,0,496,497.33,50.443200000000004,103.67,4192,131.105,120.183,268.0,267.0,0.0,0.0,24.6271,8.0,1.0953911719811988,1.105433831620753,0.0,0.7666666666666667,0.985084,0.9957720000000001,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
60,0.0,131545.275,131768.9,11600.8875,325500.0,24.3931,0.26660656897017065,0.25639999999999996,8.0,3049136.0,91.47,132.34,133.93,1.9109421759959204,3,27,40524,0.0,0,480,490.52,51.197199999999995,108.16,4174,131.613,120.19,217.0,216.0,0.0,0.0,23.4799,8.0,1.0987124848874625,1.1053503080973968,0.0,0.9,0.939196,0.975724,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
61,15.0,134209.6625,134482.2,8299.425,133500.0,8.0403,0.0872307827232165,0.06421818181818183,8.0,1005029.0,91.47,134.88,136.36,2.1691703483129303,3,29,44883,0.023098,34,408,420.90999999999997,17.8256,35.94,1438,134.271,120.096,89.0,89.0,14.0,8.0,8.4712,8.0,1.1209663880461134,1.1265652830298993,0.01043115438108484,0.9666666666666667,0.338848,0.321612,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
62,9.0,136416.97142857144,136633.1,14195.214285714286,192000.0,12.8258,0.15049110471550667,0.14249776984834966,7.0,1603227.0,85.29,135.42333333333332,137.83,2.3708507615059564,3,29,43558,0.007286,16,458,436.179,24.929699999999997,51.14,2180,136.501,120.138,128.0,128.0,10.0,6.0,12.784,7.0,1.139402609931126,1.131103394465592,0.004128440366972477,0.9666666666666667,0.51136,0.5130319999999999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
63,58.0,133017.3,133215.4,2169.7375,115500.0,9.457699999999999,0.098177666816905,0.08774545454545454,8.0,1182196.0,96.63,132.67,134.2,2.2070115541156614,3,28,43154,0.04798,76,520,502.746,17.5108,36.54,1508,133.108,119.877,77.0,75.0,57.0,26.0,9.0406,8.0,1.1110073563343195,1.108106584368155,0.038461538461538464,0.9333333333333333,0.361624,0.378308,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
64,43.0,131332.9,131591.0,11827.9125,139500.0,8.5755,0.08887286669048604,0.074875,8.0,1071919.0,96.63,131.73333333333335,134.15,2.101055290403686,3,30,46072,0.053548,80,506,518.12,17.3789,35.37,1414,131.414,119.873,93.0,93.0,42.0,15.0,8.0607,8.0,1.0969386540601829,1.1002832143471142,0.03041018387553041,1.0,0.32242800000000005,0.34302,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
65,44.0,135673.09999999998,135914.0,7536.133333333333,124500.0,8.6964,0.08270938933060247,0.07167961165048543,9.0,1087018.0,105.03,134.38666666666666,138.43,3.674865076888315,3,31,47250,0.043825,66,548,542.485,17.1074,36.45,1440,135.685,119.901,83.0,80.0,44.0,26.0,8.3998,9.0,1.133189533667288,1.1224447892109881,0.030555555555555555,1.0333333333333334,0.335992,0.347856,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
66,42.0,130958.125,131237.7,8833.1875,130500.0,8.61,0.09335076660716833,0.08201538461538461,8.0,1076241.0,92.25,131.88333333333333,132.32,0.4400378771575593,3,28,42807,0.048366,74,422,408.625,16.9184,34.2,1456,130.895,119.937,87.0,87.0,42.0,21.0,8.583,8.0,1.093808401213597,1.1015360671974586,0.028846153846153848,0.9333333333333333,0.34332,0.3444,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
67,33.0,132650.35,133035.5,8846.7375,109500.0,9.3493,0.10112536967806564,0.08735922330097087,8.0,1168675.0,92.25,132.15666666666667,133.58,1.3687342084325063,3,28,43163,0.041026,64,432,415.399,17.273400000000002,35.62,1496,132.619,119.91,73.0,70.0,33.0,19.0,8.4631,8.0,1.1079424606447599,1.1038190435025312,0.022058823529411766,0.9333333333333333,0.33852400000000005,0.37397199999999997,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
68,0.0,133618.475,133770.5,5592.2,324000.0,24.5045,0.2655546862633672,0.25247100802854594,8.0,3063060.0,92.25,131.94,134.57,2.505932959997133,3,26,39859,0.0,0,500,507.095,50.1382,106.06,4118,133.64,120.046,216.0,214.0,0.0,0.0,24.1907,8.0,1.1160285817496927,1.1020093671631443,0.0,0.8666666666666667,0.9676279999999999,0.98018,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
69,15.0,131202.4142857143,131628.2,8844.1,147000.0,11.8265,0.14468977206643596,0.13596,7.0,1478317.0,81.95,132.56,135.18,2.4229733799610775,3,30,45761,0.0091,18,414,425.533,24.1941,50.26,1960,131.237,120.259,98.0,98.0,15.0,9.0,11.4112,7.0,1.0958487913997021,1.1071878256112357,0.007653061224489796,1.0,0.45644799999999996,0.47306,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
70,0.0,133026.67142857143,133313.9,3218.157142857143,292500.0,25.1056,0.3069929925604149,0.2953,7.0,3138184.0,81.95,133.26666666666668,134.0,0.9304479208066044,3,27,41315,0.0,0,356,371.368,52.2004,107.86,4170,133.028,119.853,195.0,192.0,0.0,0.0,25.2847,7.0,1.1110856298076364,1.1130901545950815,0.0,0.9,1.011388,1.004224,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
71,0.0,132747.05714285714,133026.1,8010.757142857144,306000.0,25.6695,0.3141750228062925,0.30404615384615385,7.0,3208684.0,81.95,132.64666666666668,135.56,2.5514766966079314,3,31,46527,0.0,0,372,370.101,49.9544,107.34,4184,132.793,120.225,204.0,201.0,0.0,0.0,25.3314,7.0,1.108750192775275,1.1079116961469904,0.0,1.0333333333333334,1.013256,1.02678,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
72,9.0,135419.7875,135702.0,18541.4125,207000.0,13.8787,0.1569488082416016,0.14570000000000002,8.0,1734820.0,88.35,134.76666666666665,136.48,1.9465953183271771,3,31,47502,0.005882,14,452,475.55,29.8716,60.45,2366,135.45,119.71,138.0,135.0,10.0,6.0,13.8505,8.0,1.1310737784162688,1.1256186830985278,0.0038038884192730348,1.0333333333333334,0.55402,0.555148,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
73,31.0,133090.675,133263.5,18339.3625,127500.0,8.5206,0.09641065411840698,0.0775595238095238,8.0,1065064.0,88.35,132.78333333333333,134.5,1.6858924441770715,3,27,40861,0.034974,54,430,403.71299999999997,16.7954,33.72,1490,133.063,119.764,85.0,83.0,31.0,17.0,8.4947,8.0,1.1116202101869463,1.1090531842995266,0.02080536912751678,0.9,0.339788,0.340824,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
74,0.0,132017.6,132325.6,15585.9625,393000.0,25.4147,0.2877823296486782,0.2682694023193577,8.0,3176824.0,88.35,131.90666666666667,133.11,1.1411543862831852,3,27,41317,0.0,0,434,446.438,51.877700000000004,107.86,4202,132.131,120.14,262.0,261.0,0.0,0.0,23.6392,8.0,1.1026575097043894,1.1017309554186234,0.0,0.9,0.945568,1.016588,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
75,0.0,131414.7857142857,131711.5,3771.914285714286,405000.0,25.229100000000003,0.3284677342633419,0.31069090909090913,7.0,3153643.0,77.01,131.32000000000002,132.19,0.7986864215698236,3,24,36319,0.0,0,406,408.269,50.703,101.53,4200,131.488,119.85,270.0,268.0,0.0,0.0,25.5603,7.0,1.0976225923971519,1.0968309087150534,0.0,0.8,1.022412,1.0091640000000002,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
76,6.0,134157.7857142857,134400.7,22016.157142857144,225000.0,17.8744,0.2309849041663383,0.22290625,7.0,2234281.0,77.01,134.04,134.52,0.43266615305568035,3,28,42159,0.003406,10,312,290.58299999999997,32.702799999999996,66.19,2926,134.217,119.916,150.0,148.0,5.0,2.0,16.0236,7.0,1.1205330948537875,1.1195493070679694,0.002050580997949419,0.9333333333333333,0.640944,0.7149760000000001,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
77,7.0,135301.56666666665,135692.6,4937.433333333333,207000.0,17.564799999999998,0.2576402362464018,0.24312727272727272,6.0,2195582.0,68.61,136.18,136.77,0.8343860018001309,2,30,46099,0.003448,10,314,311.431,34.409,72.83,2890,135.302,119.703,138.0,135.0,7.0,3.0,17.6699,6.0,1.1300863563628567,1.1374233410662196,0.002422145328719723,1.0,0.706796,0.7025919999999999,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
78,0.0,130374.3,130632.8,19162.36,340500.0,25.1433,0.43683747843822845,0.4279090909090909,5.0,3142926.0,57.4,131.31,133.81,1.7537958832201732,4,25,38535,0.0,0,244,254.706,52.1045,106.45,4158,130.401,120.054,227.0,226.0,0.0,0.0,24.395,5.0,1.088932089111247,1.096747385191697,0.0,0.8333333333333334,0.9758,1.005732,0,0,0,0,0,1,1,1,0,0,1,1,1,1,onset
79,5.0,136195.96000000002,136746.2,20893.48,328500.0,20.7512,0.36134299155011657,0.35083846153846154,5.0,2593896.0,57.4,135.28,137.82,3.3525512673186753,3,30,45758,0.001736,6,252,249.458,41.001599999999996,85.03,3450,136.193,120.246,219.0,218.0,5.0,3.0,19.3571,5.0,1.1375566446094965,1.1299062239641517,0.0014492753623188406,1.0,0.774284,0.830048,1,1,1,1,1,1,1,1,0,1,1,1,2,1,congested
80,4.0,132689.34,132787.5,11754.5,240000.0,19.5096,0.34066972435897436,0.32964166666666667,5.0,2438709.0,57.4,131.22333333333333,132.04,1.245324589548179,3,30,45450,0.002474,8,260,253.39499999999998,37.7343,78.72,3226,132.5,120.126,160.0,159.0,4.0,2.0,19.0716,5.0,1.108268118862326,1.0960235146559423,0.0012399256044637321,1.0,0.762864,0.780384,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
81,0.0,128788.73333333334,129248.5,13021.783333333333,387000.0,25.9478,0.4220132217672678,0.40595384615384617,6.0,3243500.0,61.96,130.25,133.97,3.358764653857135,3,20,30743,0.0,0,268,265.854,50.332300000000004,105.31,4228,128.793,119.972,258.0,256.0,0.0,0.0,25.3114,6.0,1.0756888776596152,1.0878938917159282,0.0,0.6666666666666666,1.012456,1.037912,0,0,0,0,0,0,1,0,0,0,1,1,0,0,normal
82,0.0,134314.08333333334,134688.7,24290.2,388500.0,25.0945,0.40311228148131106,0.371796875,6.0,3136828.0,61.96,133.52,136.67,3.445707474525373,3,28,43264,0.0,0,292,286.502,49.517399999999995,100.34,4204,134.415,120.055,259.0,257.0,0.0,0.0,23.4031,6.0,1.1218385476372936,1.1152060838534414,0.0,0.9333333333333333,0.936124,1.00378,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
83,0.0,132727.2,132953.6,11829.433333333334,324000.0,25.4707,0.4171560015258864,0.39388666666666666,6.0,3183836.0,61.96,133.79,134.53,0.6605300901548615,3,29,43537,0.0,0,280,274.86400000000003,49.5848,102.63,4208,132.762,120.182,216.0,215.0,0.0,0.0,24.6966,6.0,1.1085843389217531,1.1174612189840616,0.0,0.9666666666666667,0.987864,1.018828,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
84,0.0,134354.83333333334,134579.1,9326.85,360000.0,24.951900000000002,0.40247492287500514,0.39782307692307695,6.0,3118989.0,61.96,132.95000000000002,135.86,2.594089435620918,3,30,46072,0.0,0,246,246.87099999999998,50.265100000000004,104.05,4172,134.301,119.948,240.0,239.0,0.0,0.0,25.4428,6.0,1.1221789059949705,1.1104452430221319,0.0,1.0,1.017712,0.9980760000000001,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
85,37.0,132117.46666666665,132245.3,1874.8,102000.0,9.5711,0.1532851880648591,0.13133771929824561,6.0,1196373.0,61.96,132.6,133.55,0.8293973715897678,3,29,44005,0.042416,66,276,272.04,17.6293,36.7,1490,132.076,119.778,68.0,65.0,36.0,12.0,8.9955,6.0,1.1034916312909742,1.1075219197046609,0.024832214765100672,0.9666666666666667,0.35982,0.38284399999999996,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
86,0.0,133999.96666666667,134149.0,10197.383333333333,376500.0,24.316,0.3884992290823212,0.3672587719298246,6.0,3039495.0,61.96,132.27333333333334,133.15,0.7600219295081717,3,28,43067,0.0,0,280,275.885,48.4631,101.33,4098,133.8,119.81,251.0,250.0,0.0,0.0,23.5859,6.0,1.1192149345627997,1.104793484608355,0.0,0.9333333333333333,0.9434359999999999,0.97264,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
87,0.0,129715.66666666667,129919.9,21612.63333333333,399000.0,25.3127,0.4084799941341553,0.40345000000000003,6.0,3164082.0,61.96,130.92333333333332,134.66,3.3036696767887173,3,24,37081,0.0,0,236,229.81799999999998,49.2007,99.84,4210,129.809,119.892,266.0,265.0,0.0,0.0,23.4083,6.0,1.0834309514512561,1.0935178089552529,0.0,0.8,0.936332,1.012508,0,0,0,0,0,1,1,1,0,0,1,1,1,1,onset
88,0.0,134146.5,134249.4,22896.75,364500.0,21.9369,0.3517544949367153,0.33649122807017545,6.0,2742108.0,61.96,134.69333333333336,135.08,0.5216640042530618,3,30,46146,0.001093,4,296,296.247,43.8994,91.21,3654,134.085,120.067,243.0,241.0,1.0,1.0,20.4052,6.0,1.120438832591714,1.1250061772605817,0.0,1.0,0.816208,0.877476,0,1,1,1,1,1,1,1,0,0,1,1,2,1,congested
89,9.0,134890.91666666666,135208.6,2611.6833333333334,132000.0,9.8959,0.16040284843628594,0.149109375,6.0,1236976.0,61.96,134.27333333333334,137.13,2.5955025203866273,3,31,47521,0.011737,20,276,293.079,21.4775,42.99,1684,134.855,119.997,88.0,88.0,8.0,3.0,9.7092,6.0,1.12665646287623,1.1214981892796168,0.005344418052256532,1.0333333333333334,0.388368,0.39583599999999997,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
90,0.0,130945.01666666666,131180.2,15248.966666666667,343500.0,24.8382,0.3999830754534208,0.37029687499999997,6.0,3104773.0,61.96,131.50333333333333,132.73,1.0670207745556384,3,29,43697,0.0,0,270,265.90200000000004,49.4298,102.21,4182,130.959,120.145,229.0,227.0,0.0,0.0,23.1268,6.0,1.0936989157950638,1.098362173309919,0.0,0.9666666666666667,0.925072,0.993528,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
91,0.0,132772.5,133282.9,5622.666666666667,292500.0,25.6714,0.4126335533344579,0.39767543859649124,6.0,3208914.0,61.96,131.22333333333333,132.74,1.4298368205265068,3,28,43486,0.0,0,270,258.752,47.9314,98.29,4166,132.795,120.065,195.0,194.0,0.0,0.0,22.973,6.0,1.108962700482557,1.0960235146559423,0.0,0.9333333333333333,0.91892,1.026856,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
92,0.0,132468.18571428573,132644.8,7352.557142857143,367500.0,25.3164,0.3830193046635794,0.3651818181818182,7.0,3164562.0,66.74,132.61,134.28,1.7784543851333308,3,27,41721,0.0,0,298,306.887,51.3077,103.05,4150,132.608,120.224,245.0,243.0,0.0,0.0,24.6049,7.0,1.1064209603475057,1.1076054432280174,0.0,0.9,0.9841960000000001,1.012656,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
93,0.0,133211.02857142856,133446.1,7305.971428571429,300000.0,25.162300000000002,0.37898042958633343,0.36434545454545453,7.0,3145289.0,66.74,133.09333333333333,134.97,2.18806611722163,3,29,44502,0.0,0,308,305.71500000000003,50.0614,102.88,4202,133.21,119.777,200.0,200.0,0.0,0.0,25.4304,7.0,1.1126254456203692,1.111642413523572,0.0,0.9666666666666667,1.017216,1.0064920000000002,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
94,18.0,134321.7,134482.0,9157.557142857144,117000.0,9.1216,0.13862135005982604,0.13054666666666667,7.0,1140184.0,66.74,134.43666666666667,136.74,2.2707340956909463,3,28,42959,0.031579,48,310,297.128,16.936,34.65,1472,134.252,120.006,78.0,77.0,18.0,7.0,8.2167,7.0,1.1219021647209166,1.1228624068277697,0.012228260869565218,0.9333333333333333,0.32866799999999996,0.364864,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
95,11.0,135105.15714285715,135341.5,24506.457142857143,135000.0,8.6921,0.1273586882962611,0.10714062499999999,7.0,1086517.0,66.74,133.0,134.48,2.5634351952019414,3,29,44901,0.021534,32,270,274.815,17.767,36.13,1454,135.189,119.756,90.0,90.0,11.0,5.0,8.3508,7.0,1.1284458748179262,1.1108628606389133,0.007565337001375516,0.9666666666666667,0.334032,0.347684,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
96,0.0,131102.7857142857,131334.0,9733.157142857144,394500.0,25.2146,0.3806513127938182,0.3712416666666667,7.0,3151817.0,66.74,130.95000000000002,131.82,0.8055432949258446,3,26,40359,0.0,0,324,322.904,50.5407,104.81,4226,130.973,120.071,263.0,260.0,0.0,0.0,24.2504,7.0,1.095016658468435,1.09374053835087,0.0,0.8666666666666667,0.970016,1.008584,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
97,12.0,132441.27142857143,132721.1,8218.042857142858,178500.0,13.3406,0.20135047394761885,0.19644666666666666,7.0,1667566.0,66.74,132.91333333333333,133.59,0.6750061728112856,3,28,43285,0.007293,16,370,359.89599999999996,25.424799999999998,50.89,2178,132.36,119.712,119.0,118.0,12.0,5.0,12.2324,7.0,1.106196162750358,1.1101389901031584,0.005509641873278237,0.9333333333333333,0.489296,0.533624,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
