time_bin,iperf_retransmits_sum,iperf_rtt_us_mean,iperf_rtt_us_max,iperf_rttvar_us_mean,iperf_cwnd_bytes_mean,iperf_mbps_sum,iperf_achieved_ratio_mean,iperf_achieved_ratio_min,iperf_active_flows,iperf_bytes_sum,iperf_target_bw_sum,ping_rtt_ms_mean,ping_rtt_ms_max,ping_rtt_ms_std,ping_count,qdisc_backlog_pkt_max,qdisc_backlog_bytes_max,qdisc_drop_ratio_max,qdisc_dropped_delta_sum,qdisc_overlimit_delta_sum,qdisc_overlimit_rate_sum,qdisc_throughput_mbps_sum,qdisc_util_pct_max,qdisc_sent_pkt_delta_sum,host_rtt_ms_mean,host_minrtt_ms_min,host_cwnd_segs_mean,host_cwnd_segs_min,host_retrans_delta_sum,host_lost_delta_sum,host_delivery_mbps,host_socket_count,rtt_relative_iperf,rtt_relative_ping,retransmit_rate,queue_fill_ratio,host_delivery_ratio,iperf_achieved_ratio_capped,hf_A_retx_iperf,hf_A_retx_host,hf_A_lost_host,hf_A_loss,hf_B_rtt_iperf,hf_B_rtt_ping,hf_B_rttvar,hf_B_latency,hf_C_bw_iperf,hf_C_delivery_ss,hf_C_throughput,is_observable,congestion_state,congestion_binary,congestion_label
150,0.0,132422.18,132692.6,15025.179999999998,411000.0,24.3433,0.3875064963796969,0.38013138686131387,5.0,3042918.0,62.81,132.71333333333334,132.84,0.1778576209593947,3,24,36547,0.0,0,256,237.544,45.88849999999999,91.85,4120,132.391,120.092,274.0,272.0,0.0,0.0,25.0395,5.0,1.106036704412339,1.1084685196360324,0.0,0.8,1.00158,0.9737319999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
151,0.0,134264.62,134431.6,22570.82,364500.0,24.9732,0.39727030805574254,0.390007299270073,5.0,3121648.0,62.81,134.17666666666665,135.39,1.5950339599310328,3,25,38836,0.0,0,278,278.153,49.905699999999996,100.55,4156,134.235,119.766,243.0,240.0,0.0,0.0,24.3071,5.0,1.1214254124495988,1.1206907952205054,0.0,0.8333333333333334,0.9722839999999999,0.9989279999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
152,0.0,131812.72,131898.2,7111.6,324000.0,24.549599999999998,0.39093423400928945,0.38781751824817523,5.0,3068697.0,62.81,132.13333333333333,133.76,1.4130227646196392,3,28,43109,0.0,0,256,255.846,50.2783,106.86,4192,131.777,120.159,216.0,214.0,0.0,0.0,25.4932,5.0,1.1009462797578653,1.1036241552813664,0.0,0.9333333333333333,1.019728,0.981984,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
153,0.0,131640.48333333334,131946.9,9632.433333333332,303000.0,25.948900000000002,0.3565130511366772,0.3437299270072993,6.0,3243611.0,73.05,132.33333333333334,136.21,3.39506013692445,3,29,43549,0.0,0,368,368.96299999999997,50.6884,106.33,4212,131.491,120.261,202.0,199.0,0.0,0.0,23.2272,6.0,1.0995076984327508,1.1052946257484928,0.0,0.9666666666666667,0.929088,1.037956,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
154,0.0,135997.4,136294.4,15313.383333333333,391500.0,24.3945,0.3340292054551912,0.3210875,6.0,3049303.0,73.05,135.65666666666667,137.41,1.9169072312799333,3,28,42883,0.0,0,328,320.409,48.413799999999995,97.44,4130,136.021,119.981,261.0,261.0,0.0,0.0,24.3409,6.0,1.1358982015297332,1.1330522766772393,0.0,0.9333333333333333,0.9736360000000001,0.97578,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
155,0.0,133732.35,133975.1,5796.8,348000.0,24.3495,0.33106352107382137,0.31295358649789023,6.0,3043684.0,73.05,134.74333333333334,135.76,0.9691405126880831,3,28,43373,0.0,0,314,302.712,47.8467,97.68,4134,133.866,119.9,232.0,229.0,0.0,0.0,24.7022,6.0,1.1169797058719126,1.125423794877363,0.0,0.9333333333333333,0.9880880000000001,0.97398,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
156,0.0,133275.93333333332,133619.5,13001.666666666666,333000.0,24.5929,0.3370816852844137,0.3295255474452555,6.0,3074102.0,73.05,132.75666666666666,135.2,2.1777587867652457,3,31,46734,0.0,0,258,264.3,50.7573,103.88,4128,133.378,119.89,222.0,219.0,0.0,0.0,24.9963,6.0,1.1131675530600582,1.1088304549039096,0.0,1.0333333333333334,0.9998520000000001,0.983716,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
157,0.0,134623.88333333333,134725.8,14776.766666666668,390000.0,23.2415,0.3184662008278875,0.3108875,6.0,2905199.0,73.05,133.97333333333333,134.98,1.130678262519148,3,29,43990,0.000517,2,314,312.295,46.2052,92.78,3870,134.705,120.256,260.0,259.0,1.0,1.0,22.693,6.0,1.124426106390872,1.1189924835789273,0.0,0.9666666666666667,0.9077200000000001,0.9296599999999999,0,1,1,1,1,1,1,1,0,0,1,1,2,1,congested
158,0.0,132845.31666666668,133134.5,12962.35,303000.0,25.481199999999998,0.3496835716902679,0.33284671532846716,6.0,3185145.0,73.05,132.02,132.55,0.7357309290766592,3,28,43417,0.0,0,302,315.404,52.6991,106.55,4204,132.814,119.7,202.0,202.0,0.0,0.0,25.3462,6.0,1.1095708909384634,1.102677555349995,0.0,0.9333333333333333,1.013848,1.019248,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
159,0.0,133820.68333333332,134178.5,4399.616666666667,409500.0,24.221,0.33139905174747036,0.3178059071729957,6.0,3027595.0,73.05,134.55333333333334,135.77,1.3955046876787516,3,28,42281,0.0,0,350,342.948,47.8476,97.51,4068,133.723,120.254,273.0,271.0,0.0,0.0,24.5011,6.0,1.117717496994893,1.1238368479335934,0.0,0.9333333333333333,0.980044,0.96884,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
160,0.0,135700.21666666665,135940.8,11509.533333333333,354000.0,24.9098,0.34029504569159097,0.33299578059071727,6.0,3113720.0,73.05,135.24666666666667,136.43,1.5971328477410156,3,29,44696,0.0,0,326,338.048,51.5458,105.54,4142,135.73,120.113,236.0,236.0,0.0,0.0,22.7596,6.0,1.133416021621456,1.1296278122196308,0.0,0.9666666666666667,0.910384,0.996392,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
161,0.0,133952.73333333334,134119.9,12214.449999999999,400500.0,25.5342,0.34946897927881193,0.3402428571428571,6.0,3191771.0,73.05,133.59666666666666,134.98,1.713427364475455,3,26,39705,0.0,0,314,301.195,48.5844,97.56,4220,133.856,119.99,267.0,265.0,0.0,0.0,25.496,6.0,1.1188204251208134,1.1158464308658396,0.0,0.8666666666666667,1.0198399999999999,1.0213679999999998,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
162,0.0,134145.57142857142,134415.3,20949.385714285712,354000.0,24.5871,0.2768994715266359,0.2680375,7.0,3073378.0,88.69,133.79,134.65,0.8650433515148336,3,29,44139,0.0,0,430,424.74699999999996,49.3584,104.78,4164,134.046,119.971,236.0,235.0,0.0,0.0,23.0257,7.0,1.1204310768359738,1.1174612189840616,0.0,0.9666666666666667,0.9210280000000001,0.983484,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
163,27.0,134197.77142857143,134518.6,25594.85714285714,142500.0,9.056799999999999,0.10152248356174119,0.09578333333333333,7.0,1132082.0,88.69,133.13666666666666,133.42,0.4398105652816189,3,30,46201,0.032765,50,406,409.977,17.8882,38.22,1476,134.283,119.765,95.0,94.0,26.0,13.0,8.5795,7.0,1.1208670696278937,1.1120043487914493,0.018292682926829267,1.0,0.34318,0.362272,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
164,15.0,132905.05714285714,133090.4,5039.9857142857145,127500.0,8.9978,0.10235208911277602,0.09207142857142857,7.0,1124722.0,88.69,134.94666666666666,136.57,2.030426884508119,3,30,45111,0.021277,32,480,487.328,17.9392,37.01,1472,132.811,120.169,85.0,83.0,15.0,9.0,8.1207,7.0,1.1100698644443046,1.1271221065189414,0.010190217391304348,1.0,0.32482799999999995,0.359912,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
165,0.0,133966.85714285713,134291.1,11800.199999999999,336000.0,22.2184,0.2506351101153596,0.23975,7.0,2777277.0,88.69,131.79999999999998,133.0,1.1950313803411194,3,30,45390,0.001093,4,448,461.36400000000003,45.202600000000004,93.13,3656,133.967,119.757,224.0,222.0,2.0,1.0,22.1206,7.0,1.1189383921542775,1.100840037836156,0.0,1.0,0.8848239999999999,0.888736,0,1,1,1,1,1,1,1,0,0,1,1,2,1,congested
166,0.0,133327.51666666666,133484.8,9096.35,348000.0,24.7171,0.3133093491158865,0.30046413502109703,6.0,3089636.0,78.45,133.64499999999998,134.06,0.5868986283848533,2,28,43327,0.0,0,396,394.429,49.0226,99.03,4100,133.376,120.025,232.0,230.0,0.0,0.0,23.3627,6.0,1.1135983952347046,1.1162501278953951,0.0,0.9333333333333333,0.934508,0.9886839999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
167,24.0,133911.03333333333,134154.3,33098.183333333334,129000.0,8.7265,0.11288504204239018,0.09968030690537083,6.0,1090824.0,78.45,134.475,137.11,1.832020742240663,4,26,40267,0.032129,48,396,365.956,16.0532,32.24,1446,133.861,120.274,86.0,85.0,24.0,10.0,8.2405,6.0,1.1184721320284174,1.1231825803339688,0.016597510373443983,0.8666666666666667,0.32962,0.34906,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
168,0.0,135456.76666666666,135687.6,8181.599999999999,403500.0,25.1353,0.3191568560322834,0.3055274261603375,6.0,3141908.0,78.45,136.34,139.18,2.5802325476592363,3,30,45257,0.0,0,332,330.01800000000003,49.7815,103.05,4172,135.513,120.105,269.0,268.0,0.0,0.0,23.4124,6.0,1.1313826414453467,1.1387597174399207,0.0,1.0,0.9364960000000001,1.005412,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
169,0.0,134468.48,134684.1,4738.7,331500.0,24.7037,0.39291249316564225,0.3885091420534459,5.0,3087958.0,62.81,134.52,136.39,2.8498596456667786,3,26,39840,0.0,0,278,260.98699999999997,46.6856,93.43,4144,134.451,119.901,221.0,218.0,0.0,0.0,24.4131,5.0,1.1231281229967405,1.1235584361890723,0.0,0.8666666666666667,0.976524,0.988148,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
170,15.0,134436.84,134538.8,12861.14,145500.0,9.3372,0.15028778560942377,0.14035766423357665,5.0,1167136.0,62.81,134.13,135.43,1.8384776310850095,2,29,43974,0.022251,34,280,281.318,18.0246,36.73,1494,134.511,119.933,97.0,94.0,14.0,7.0,8.2721,5.0,1.1228638545688412,1.1203010187781761,0.010040160642570281,0.9666666666666667,0.330884,0.373488,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
171,0.0,133262.4,133525.8,13189.1,292500.0,25.148600000000002,0.39941741733873626,0.3884810126582279,5.0,3143577.0,62.81,133.2,134.91,1.2739178414115424,4,28,43358,0.0,0,252,249.793,49.6877,103.66,4176,133.319,119.914,195.0,195.0,0.0,0.0,25.4621,5.0,1.1130545178917828,1.1125333311060392,0.0,0.9333333333333333,1.018484,1.0059440000000002,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
172,0.0,133872.98,134351.6,13847.36,303000.0,25.1103,0.40028853287714733,0.3874671532846716,5.0,3138794.0,62.81,133.67333333333332,135.26,1.8441890720133238,3,28,42629,0.0,0,294,294.47,49.821200000000005,106.49,4144,133.897,120.108,202.0,200.0,0.0,0.0,23.2942,5.0,1.1181542971808724,1.116486777878238,0.0,0.9333333333333333,0.931768,1.0044119999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
173,0.0,133373.32,133480.1,23756.420000000002,403500.0,24.8773,0.3984591050566181,0.3847591240875913,5.0,3109656.0,62.81,133.4333333333333,134.54,1.3216025625479548,3,30,45539,0.0,0,254,256.317,50.107299999999995,104.92,4136,133.445,119.854,269.0,269.0,0.0,0.0,24.9203,5.0,1.113980960812851,1.1144822133176864,0.0,1.0,0.996812,0.9950920000000001,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
174,34.0,136364.12,136809.2,5423.5199999999995,144000.0,8.4991,0.13491867221884904,0.12978333333333333,5.0,1062393.0,62.81,133.58333333333334,138.36,7.030763353529499,3,31,47428,0.036794,56,250,262.72,18.4906,37.24,1466,136.388,120.094,96.0,93.0,34.0,19.0,8.6535,5.0,1.1389611761782559,1.1157350661680314,0.023192360163710776,1.0333333333333334,0.34613999999999995,0.339964,1,1,1,1,1,1,1,1,1,1,1,1,2,1,congested
175,0.0,127262.1,127345.3,2990.35,348000.0,20.4175,0.9847821460469987,0.9732773722627738,2.0,2552181.0,20.81,125.21,127.95,3.4468391317263465,3,12,18879,0.0,0,0,0.0,40.8494,85.97,3406,127.033,119.748,232.0,229.0,0.0,0.0,20.6072,2.0,1.0629378981722966,1.0457980359443482,0.0,0.4,0.8242879999999999,0.9811388755406055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
176,0.0,122506.79999999999,122698.7,7192.85,325500.0,20.9269,1.0088601486546143,0.9986204379562045,2.0,2615862.0,20.81,121.49666666666667,123.22,1.8810723891794674,3,6,9510,0.0,0,0,0.0,43.1361,87.43,3492,122.473,119.865,217.0,214.0,0.0,0.0,19.3089,2.0,1.0232199571106706,1.0147829676047055,0.0,0.2,0.772356,1.0056174915905816,0,0,0,0,0,0,1,0,0,1,1,1,0,0,normal
177,0.0,120387.0,120422.8,1762.0,319500.0,20.9095,1.0025895110207685,0.9956680731364276,2.0,2613697.0,20.81,120.17999999999999,122.5,2.257808672142088,3,3,4971,0.0,0,0,0.0,40.8524,82.21,3516,120.672,119.819,213.0,212.0,0.0,0.0,20.6747,2.0,1.0055146406296003,1.0037857036961246,0.0,0.1,0.8269880000000001,1.004781355117732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
178,0.0,121034.5,121049.2,1126.05,268500.0,20.4643,0.9825391655630499,0.9798593530239099,2.0,2558039.0,20.81,120.77,122.48,1.532677395931718,3,2,4043,0.0,0,0,0.0,39.873599999999996,82.3,3422,120.995,120.107,179.0,178.0,0.0,0.0,19.0097,2.0,1.0109227887669214,1.008713591574147,0.0,0.06666666666666667,0.760388,0.9833877943296493,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
179,0.0,120237.95000000001,120359.3,1453.6,319500.0,20.743499999999997,0.9949344759616865,0.9890295358649789,2.0,2592936.0,20.81,122.35333333333334,128.21,5.07208372696403,3,2,3385,0.0,0,0,0.0,41.0717,83.63,3436,120.242,119.829,213.0,212.0,0.0,0.0,18.7833,2.0,1.0042697225139747,1.021938149438896,0.0,0.06666666666666667,0.751332,0.9968044209514656,0,0,0,0,0,0,0,0,0,1,1,1,0,0,normal
180,0.0,129037.43333333333,129182.0,18048.133333333335,328500.0,25.0908,0.7046082344268753,0.6984950773558368,3.0,3136347.0,35.55,130.64666666666668,131.97,1.3351529250738612,3,18,27372,0.0,0,56,55.278999999999996,49.5045,99.91,4178,129.028,119.833,219.0,219.0,0.0,0.0,23.0589,3.0,1.0777661076854865,1.0912069914757285,0.0,0.6,0.9223560000000001,1.003632,0,0,0,0,0,0,1,0,0,0,1,1,0,0,normal
181,0.0,133532.83333333334,133699.6,10541.966666666667,339000.0,24.7241,0.6915727743965011,0.6720534458509141,3.0,3090514.0,35.55,132.60333333333332,133.71,0.9685728332620869,3,27,40520,0.0,0,98,102.251,52.0025,106.08,4152,133.277,120.166,226.0,226.0,0.0,0.0,23.8337,3.0,1.115313272375082,1.107549760879113,0.0,0.9,0.953348,0.988964,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
182,0.0,130949.76666666666,131105.0,19898.100000000002,369000.0,24.9806,0.7003406830104147,0.6884669479606188,3.0,3122570.0,35.55,131.03666666666666,134.94,3.3804191061661832,3,25,38958,0.0,0,90,86.726,48.2372,98.22,4170,131.033,120.208,246.0,244.0,0.0,0.0,23.0916,3.0,1.0937385894686582,1.0944644088866244,0.0,0.8333333333333334,0.923664,0.999224,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
183,0.0,132835.93333333332,133122.4,4559.633333333334,372000.0,25.050800000000002,0.7092110851614383,0.6836496350364963,3.0,3131344.0,35.55,131.51333333333335,132.58,1.5704245710422704,3,27,41259,0.0,0,88,86.352,49.2642,102.42,4182,132.717,120.093,248.0,248.0,0.0,0.0,24.7172,3.0,1.1094925180323805,1.0984456968332754,0.0,0.9,0.9886879999999999,1.002032,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
184,0.0,134389.93333333332,134664.8,13632.266666666668,309000.0,25.1936,0.7096250510007627,0.7071709633649932,3.0,3149199.0,35.55,132.66333333333333,133.22,0.48335632129241624,3,30,45617,0.0,0,88,92.65199999999999,52.803799999999995,107.24,4178,134.46,119.909,206.0,205.0,0.0,0.0,25.3088,3.0,1.1224720735619511,1.1080509020192508,0.0,1.0,1.0123520000000001,1.007744,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
185,0.0,131782.56666666665,131921.6,19962.666666666668,304500.0,20.8846,0.5897601332910631,0.5824626865671642,3.0,2610583.0,35.55,132.85,133.48,0.883572294721822,3,31,47223,0.001737,6,84,85.539,42.1463,88.74,3448,131.794,119.998,203.0,202.0,1.0,1.0,19.8101,3.0,1.1006944284937714,1.1096100077885684,0.0,1.0333333333333334,0.7924039999999999,0.8353839999999999,0,1,1,1,1,1,1,1,0,1,1,1,2,1,congested
186,14.0,133736.93333333335,133919.1,3929.9666666666667,123000.0,9.426400000000001,0.26657541287558345,0.2557153284671533,3.0,1178305.0,35.55,132.46666666666667,135.1,3.238955592985683,3,29,44410,0.011933,20,88,85.65,19.3461,40.41,1656,133.686,119.971,82.0,79.0,14.0,6.0,9.0718,3.0,1.1170179874867843,1.1064082727265767,0.008454106280193236,0.9666666666666667,0.362872,0.37705600000000006,1,1,1,1,1,1,0,1,1,1,1,1,2,1,congested
187,13.0,132634.36666666667,132671.5,7292.599999999999,106500.0,8.9612,0.25070149728270424,0.2442053445850914,3.0,1120162.0,35.55,130.48,133.37,4.339481535851968,3,31,47019,0.016818,26,68,67.733,18.1849,38.81,1520,132.699,119.993,71.0,70.0,13.0,7.0,8.7943,3.0,1.107808962213262,1.0898149327531232,0.008552631578947369,1.0333333333333334,0.351772,0.358448,1,1,1,1,1,0,1,1,1,1,1,1,2,1,congested
188,0.0,125496.8,125620.1,6782.65,292500.0,21.6645,0.9905952115143499,0.9879746835443037,2.0,2708059.0,21.85,124.26333333333334,126.59,2.5482608448377735,3,12,18717,0.0,0,0,0.0,44.3467,89.67,3636,125.782,120.247,195.0,195.0,0.0,0.0,19.9174,2.0,1.0481934905942072,1.037891142399951,0.0,0.4,0.7966960000000001,0.9915102974828375,0,0,0,0,0,0,1,0,0,1,1,1,0,0,normal
189,0.0,122917.15,123125.7,2990.6,381000.0,22.0766,1.0127064285400766,1.0060176390773405,2.0,2759574.0,21.85,123.25,123.69,0.382230297072326,3,6,9648,0.0,0,2,1.9969999999999999,44.0918,93.0,3678,122.895,119.937,254.0,253.0,0.0,0.0,20.7913,2.0,1.026647344891597,1.0294274253665117,0.0,0.2,0.831652,1.010370709382151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
190,0.0,122390.45,122464.7,798.25,328500.0,21.306,0.975256513748862,0.9748168249660787,2.0,2663250.0,21.85,126.02333333333333,131.95,5.169954867630208,3,4,6699,0.0,0,2,1.987,42.587900000000005,90.94,3572,122.233,119.709,219.0,219.0,0.0,0.0,20.7836,2.0,1.02224816091642,1.0525912825106614,0.0,0.13333333333333333,0.831344,0.9751029748283753,0,0,0,0,0,0,0,0,0,0,0,1,0,0,normal
191,0.0,131404.63333333333,131677.4,2962.566666666667,354000.0,24.9928,0.9306645217677838,0.9217440225035162,3.0,3124098.0,26.91,131.16,133.54,2.6031519356349513,3,22,33245,0.0,0,36,34.397999999999996,47.445,96.37,4136,131.421,120.049,236.0,234.0,0.0,0.0,23.541,3.0,1.0975377961343922,1.0954945323413523,0.0,0.7333333333333333,0.94164,0.9997119999999999,0,0,0,0,1,1,0,1,0,0,0,1,0,0,normal
192,0.0,131936.53333333333,132222.1,12232.233333333332,363000.0,25.0636,0.9285841810167211,0.9197233201581029,3.0,3132954.0,26.91,131.24333333333334,133.71,2.1429496805416033,3,24,37108,0.0,0,36,36.192,50.6287,102.3,4196,131.924,120.063,242.0,242.0,0.0,0.0,23.4713,3.0,1.101980412341714,1.096190561702655,0.0,0.8,0.938852,1.002544,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
193,0.0,132746.56666666668,132966.3,13162.633333333331,306000.0,25.3479,0.9428717241386558,0.9389310829817158,3.0,3168491.0,26.91,132.11333333333332,133.01,1.285936753239968,3,25,38554,0.0,0,38,35.89,47.8919,97.76,4224,132.686,119.958,204.0,203.0,0.0,0.0,25.2766,3.0,1.10874609614532,1.1034571082346536,0.0,0.8333333333333334,1.011064,1.013916,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
194,0.0,133826.53333333333,133893.9,10925.066666666666,351000.0,24.8679,0.9254039780362486,0.9074308300395257,3.0,3108487.0,26.91,134.16333333333333,135.37,1.1300147491662818,3,29,43862,0.0,0,32,30.6,47.364000000000004,97.8,4126,133.811,119.721,234.0,231.0,0.0,0.0,24.8891,3.0,1.1177663582560566,1.1205794305226973,0.0,0.9666666666666667,0.995564,0.9947159999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
195,0.0,133026.86666666667,133122.7,12047.233333333332,361500.0,24.1007,0.8968324204818262,0.8936160108548169,3.0,3012576.0,26.91,133.29666666666665,134.17,1.0442381592976575,3,26,39879,0.0,0,32,34.247,52.4752,105.64,4086,133.093,120.033,241.0,239.0,0.0,0.0,24.6439,3.0,1.111087260504997,1.1133407251651504,0.0,0.8666666666666667,0.985756,0.964028,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
196,0.0,133753.4,133976.4,24711.966666666664,298500.0,25.3639,0.9455188072357591,0.9334328358208955,3.0,3170476.0,26.91,133.52333333333334,134.55,0.9555277773740334,3,28,42886,0.0,0,30,29.517000000000003,49.1143,102.03,4158,133.749,120.063,199.0,197.0,0.0,0.0,25.1383,3.0,1.1171555228885774,1.1152339250278935,0.0,0.9333333333333333,1.005532,1.014556,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
197,2.0,130618.43333333333,130712.3,6985.033333333333,354000.0,22.1916,0.8236558445134169,0.8160079051383399,3.0,2773957.0,26.91,132.71,134.95,2.1022131195480527,3,31,46779,0.001082,4,44,45.486,45.8424,94.45,3694,130.612,120.028,236.0,236.0,2.0,1.0,20.1986,3.0,1.0909711767281192,1.1084406784615803,0.0005414185165132648,1.0333333333333334,0.807944,0.887664,1,1,1,1,0,1,1,1,0,0,1,1,2,1,congested
198,0.0,134305.0,134458.7,19911.666666666668,390000.0,25.098999999999997,0.9342108821812122,0.927788331071913,3.0,3137386.0,26.91,133.16666666666666,135.42,2.5619784021988394,3,30,45126,0.0,0,48,48.289,50.6054,107.39,4190,134.494,119.964,260.0,258.0,0.0,0.0,25.2276,3.0,1.1217626804369116,1.1122549193615183,0.0,1.0,1.009104,1.00396,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
199,0.0,133224.83333333334,133323.2,6276.433333333333,304500.0,24.8848,0.9214718480777017,0.9124110671936759,3.0,3110598.0,26.91,134.765,135.45,0.9687362902255432,2,28,42355,0.0,0,38,39.487,51.8966,104.0,4160,133.248,120.091,203.0,200.0,0.0,0.0,24.9438,3.0,1.1127407478557076,1.1256047625113017,0.0,0.9333333333333333,0.997752,0.9953919999999999,0,0,0,0,1,1,1,1,0,0,1,1,1,1,onset
